MainTopic	Subgroup	Difficulty	Title	Slug	Source	Link
Hashing	Implementary Problems	Medium	HTML Entity Parser	html-entity-parser	leetcode	https://leetcode.com/problems/html-entity-parser
Hashing	Implementary Problems	Easy	Largest Substring Between Two Equal Characters	largest-substring-between-two-equal-characters	leetcode	https://leetcode.com/problems/largest-substring-between-two-equal-characters
Hashing	Implementary Problems	Easy	Remove Letter to Equalize Frequency	remove-letter-to-equalize-frequency	leetcode	https://leetcode.com/problems/remove-letter-to-equalize-frequency
Hashing	Implementary Problems	Easy	Distribute Candies	distribute-candies	leetcode	https://leetcode.com/problems/distribute-candies
Hashing	Implementary Problems	Easy	Path Crossing	path-crossing	leetcode	https://leetcode.com/problems/path-crossing
Hashing	Implementary Problems	Easy	Buddy Strings	buddy-strings	leetcode	https://leetcode.com/problems/buddy-strings
Hashing	Implementary Problems	Easy	Word Pattern	word-pattern	leetcode	https://leetcode.com/problems/word-pattern
Hashing	Implementary Problems	Easy	Valid Anagram	valid-anagram	leetcode	https://leetcode.com/problems/valid-anagram
Hashing	Implementary Problems	Easy	Find Resultant Array After Removing Anagrams	find-resultant-array-after-removing-anagrams	leetcode	https://leetcode.com/problems/find-resultant-array-after-removing-anagrams
Hashing	Implementary Problems	Medium	Group Anagrams	group-anagrams	leetcode	https://leetcode.com/problems/group-anagrams
Hashing	Implementary Problems	Easy	Majority Element	majority-element	leetcode	https://leetcode.com/problems/majority-element/
Hashing	Implementary Problems	Medium	Majority Element II	majority-element-ii	leetcode	https://leetcode.com/problems/majority-element-ii
Hashing	Implementary Problems	Medium	Find All Lonely Numbers in the Array	find-all-lonely-numbers-in-the-array	leetcode	https://leetcode.com/problems/find-all-lonely-numbers-in-the-array
Hashing	Implementary Problems	Easy	Smallest Missing Integer Greater Than Sequential Prefix Sum	smallest-missing-integer-greater-than-sequential-prefix-sum	leetcode	https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum
Hashing	Implementary Problems	Hard	First Missing Positive	first-missing-positive	leetcode	https://leetcode.com/problems/first-missing-positive
Hashing	Implementary Problems	Hard	Shortest Impossible Sequence of Rolls	shortest-impossible-sequence-of-rolls	leetcode	https://leetcode.com/problems/shortest-impossible-sequence-of-rolls
Hashing	Implementary Problems	Medium	Find Occurrences of an Element in an Array	find-occurrences-of-an-element-in-an-array	leetcode	https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array
Hashing	Implementary Problems	Easy	Redistribute Characters to Make All Strings Equal	redistribute-characters-to-make-all-strings-equal	leetcode	https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal
Hashing	Implementary Problems	Easy	Isomorphic Strings	isomorphic-strings	leetcode	https://leetcode.com/problems/isomorphic-strings
Hashing	Implementary Problems	Medium	Groups of Special Equivalent Strings	groups-of-special-equivalent-strings	leetcode	https://leetcode.com/problems/groups-of-special-equivalent-strings
Hashing	Implementary Problems	Medium	Word Subsets	word-subsets	leetcode	https://leetcode.com/problems/word-subsets
Hashing	Implementary Problems	Medium	Find the Maximum Number of Elements in Subset	find-the-maximum-number-of-elements-in-subset	leetcode	https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset
Hashing	Implementary Problems	Medium	People Whose List of Favorite Companies is Not a Subset of Another List	people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list	leetcode	https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
Hashing	Implementary Problems	Hard	Count the Number of Good Partitions	count-the-number-of-good-partitions	leetcode	https://leetcode.com/problems/count-the-number-of-good-partitions
Hashing	Implementary Problems	Medium	Optimal Partition of String	optimal-partition-of-string	leetcode	https://leetcode.com/problems/optimal-partition-of-string
Hashing	Implementary Problems	Medium	Custom Sort String	custom-sort-string	leetcode	https://leetcode.com/problems/custom-sort-string
Hashing	Implementary Problems	Medium	Finding the Users Active Minutes	finding-the-users-active-minutes	leetcode	https://leetcode.com/problems/finding-the-users-active-minutes
Hashing	Implementary Problems	Medium	Convert an Array into a 2D Array with Conditions	convert-an-array-into-a-2d-array-with-conditions	leetcode	https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions
Hashing	Implementary Problems	Medium	Group the People Given the Group Size They Belong To	group-the-people-given-the-group-size-they-belong-to	leetcode	https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to
Hashing	Implementary Problems	Medium	Evaluate the Bracket Pairs of a String	evaluate-the-bracket-pairs-of-a-string	leetcode	https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string
Hashing	Implementary Problems	Medium	Minimum Number of Operations to Make Word K-Periodic	minimum-number-of-operations-to-make-word-k-periodic	leetcode	https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic
Hashing	Implementary Problems	Medium	Can Convert String in K Moves	can-convert-string-in-k-moves	leetcode	https://leetcode.com/problems/can-convert-string-in-k-moves
Hashing	Implementary Problems	Medium	Restore the Array from Adjacent Pairs	restore-the-array-from-adjacent-pairs	leetcode	https://leetcode.com/problems/restore-the-array-from-adjacent-pairs
Hashing	Implementary Problems	Medium	Tuple with Same Product	tuple-with-same-product	leetcode	https://leetcode.com/problems/tuple-with-same-product
Hashing	Implementary Problems	Hard	Split the Array to Make Coprime Products	split-the-array-to-make-coprime-products	leetcode	https://leetcode.com/problems/split-the-array-to-make-coprime-products
Hashing	Implementary Problems	Medium	4Sum II	4sum-ii	leetcode	https://leetcode.com/problems/4sum-ii
Hashing	Implementary Problems	Medium	Count Artifacts That Can Be Extracted	count-artifacts-that-can-be-extracted	leetcode	https://leetcode.com/problems/count-artifacts-that-can-be-extracted
Hashing	Implementary Problems	Medium	Brick Wall	brick-wall	leetcode	https://leetcode.com/problems/brick-wall
Hashing	Implementary Problems	Medium	Pairs of Songs with Total Durations Divisible by 60	pairs-of-songs-with-total-durations-divisible-by-60	leetcode	https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
Hashing	Implementary Problems	Medium	Alphabet Board Path	alphabet-board-path	leetcode	https://leetcode.com/problems/alphabet-board-path
Hashing	Implementary Problems	Medium	Vowel Spellchecker	vowel-spellchecker	leetcode	https://leetcode.com/problems/vowel-spellchecker
Hashing	Implementary Problems	Medium	Bulls and Cows	bulls-and-cows	leetcode	https://leetcode.com/problems/bulls-and-cows
Hashing	Implementary Problems	Medium	Card Flipping Game	card-flipping-game	leetcode	https://leetcode.com/problems/card-flipping-game
Hashing	Implementary Problems	Medium	Maximum Size of a Set After Removals	maximum-size-of-a-set-after-removals	leetcode	https://leetcode.com/problems/maximum-size-of-a-set-after-removals
Hashing	Implementary Problems	Medium	Minimum Absolute Difference Queries	minimum-absolute-difference-queries	leetcode	https://leetcode.com/problems/minimum-absolute-difference-queries
Hashing	Implementary Problems	Medium	Check if Array Pairs are Divisible by K	check-if-array-pairs-are-divisible-by-k	leetcode	https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k
Hashing	Implementary Problems	Medium	Count Pairs That Form a Complete Day II	count-pairs-that-form-a-complete-day-ii	leetcode	https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii
Hashing	Implementary Problems	Medium	Count Number of Bad Pairs	count-number-of-bad-pairs	leetcode	https://leetcode.com/problems/count-number-of-bad-pairs
Hashing	Implementary Problems	Medium	Minimum Seconds to Equalize a Circular Array	minimum-seconds-to-equalize-a-circular-array	leetcode	https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array
Hashing	Implementary Problems	Hard	Sum of Imbalance Numbers of All Subarrays	sum-of-imbalance-numbers-of-all-subarrays	leetcode	https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays
Hashing	Implementary Problems	Hard	Grid Illumination	grid-illumination	leetcode	https://leetcode.com/problems/grid-illumination
Hashing	Implementary Problems	Hard	Maximum Equal Frequency	maximum-equal-frequency	leetcode	https://leetcode.com/problems/maximum-equal-frequency
Hashing	Implementary Problems	Hard	Rearranging Fruits	rearranging-fruits	leetcode	https://leetcode.com/problems/rearranging-fruits
Hashing	Hashing With Prefix Sum	Medium	Subarray Sum Equals K	subarray-sum-equals-k	leetcode	https://leetcode.com/problems/subarray-sum-equals-k/description/
Hashing	Hashing With Prefix Sum	Medium	Subarray Sums Divisible by K	subarray-sums-divisible-by-k	leetcode	https://leetcode.com/problems/subarray-sums-divisible-by-k/description/
Hashing	Hashing With Prefix Sum	Medium	Make Sum Divisible by P	make-sum-divisible-by-p	leetcode	https://leetcode.com/problems/make-sum-divisible-by-p/description/
Hashing	Hashing With Prefix Sum	Medium	Count Number of Bad Pairs	count-number-of-bad-pairs	leetcode	https://leetcode.com/problems/count-number-of-bad-pairs/description/
Hashing	Hashing With Prefix Sum	Medium	Continuous Subarray Sum	continuous-subarray-sum	leetcode	https://leetcode.com/problems/continuous-subarray-sum
Hashing	Hashing With Prefix Sum	Medium	Count of Interesting Subarrays	count-of-interesting-subarrays	leetcode	https://leetcode.com/problems/count-of-interesting-subarrays/description/
Hashing	Hashing With Prefix Sum	Medium	Count Number of Nice Subarrays	count-number-of-nice-subarrays	leetcode	https://leetcode.com/problems/count-number-of-nice-subarrays/description/
Hashing	Hashing With Prefix Sum	Hard	Count Beautiful Substrings II	count-beautiful-substrings-ii	leetcode	https://leetcode.com/problems/count-beautiful-substrings-ii/description/
Hashing	Hashing With Prefix Sum	Medium	Sum of Digit Differences of All Pairs	sum-of-digit-differences-of-all-pairs	leetcode	https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/description/
Hashing	Hashing With Prefix Sum	Medium	Binary Subarrays with Sum	binary-subarrays-with-sum	leetcode	https://leetcode.com/problems/binary-subarrays-with-sum/description/
Hashing	Hashing With Prefix Sum	Medium	Number of Wonderful Substrings	number-of-wonderful-substrings	leetcode	https://leetcode.com/problems/number-of-wonderful-substrings/description/
Hashing	Hashing With Prefix Sum	Medium	Count the Number of Beautiful Subarrays	count-the-number-of-beautiful-subarrays	leetcode	https://leetcode.com/problems/count-the-number-of-beautiful-subarrays/description/
Hashing	Hashing With Prefix Sum	Hard	Number of Submatrices That Sum to Target	number-of-submatrices-that-sum-to-target	leetcode	https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/description/
Hashing	Hashing With Prefix Sum	Hard	Count Subarrays with Median K	count-subarrays-with-median-k	leetcode	https://leetcode.com/problems/count-subarrays-with-median-k/description/
Sliding Window	Fixed Size Sliding-Window	Easy	Substrings of Size Three with Distinct Characters	substrings-of-size-three-with-distinct-characters	leetcode	https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Find All Anagrams in a String	find-all-anagrams-in-a-string	leetcode	https://leetcode.com/problems/find-all-anagrams-in-a-string/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Permutation in String	permutation-in-string	leetcode	https://leetcode.com/problems/permutation-in-string/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Check If a String Contains All Binary Codes of Size K	check-if-a-string-contains-all-binary-codes-of-size-k	leetcode	https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Maximum Number of Vowels in a Substring of Given Length	maximum-number-of-vowels-in-a-substring-of-given-length	leetcode	https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/description/
Sliding Window	Fixed Size Sliding-Window	Easy	Maximum Average Subarray I	maximum-average-subarray-i	leetcode	https://leetcode.com/problems/maximum-average-subarray-i/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold	number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold	leetcode	https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/description/
Sliding Window	Fixed Size Sliding-Window	Medium	K Radius Subarray Averages	k-radius-subarray-averages	leetcode	https://leetcode.com/problems/k-radius-subarray-averages/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Maximum Sum of Distinct Subarrays With Length K	maximum-sum-of-distinct-subarrays-with-length-k	leetcode	https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Sliding Subarray Beauty	sliding-subarray-beauty	leetcode	https://leetcode.com/problems/sliding-subarray-beauty/description/
Sliding Window	Fixed Size Sliding-Window	Medium	Maximum Points You Can Obtain from Cards	maximum-points-you-can-obtain-from-cards	leetcode	https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/
Sliding Window	Fixed Size Sliding-Window	Hard	Sliding Window Median	sliding-window-median	leetcode	https://leetcode.com/problems/sliding-window-median/description/
Sliding Window	Fixed Size Sliding-Window	Hard	Sliding Window Maximum	sliding-window-maximum	leetcode	https://leetcode.com/problems/sliding-window-maximum/
Sliding Window	Fixed Size Sliding-Window	Hard	Max Value of Equation	max-value-of-equation	leetcode	https://leetcode.com/problems/max-value-of-equation/description/
Sliding Window	Fixed Size Sliding-Window	Hard	Maximum Sum of 3 Non-Overlapping Subarrays	maximum-sum-of-3-non-overlapping-subarrays	leetcode	https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Longest Substring Without Repeating Characters	longest-substring-without-repeating-characters	leetcode	https://leetcode.com/problems/longest-substring-without-repeating-characters/
Sliding Window	Dynamic Size Sliding-Window	Medium	Longest Repeating Character Replacement	longest-repeating-character-replacement	leetcode	https://leetcode.com/problems/longest-repeating-character-replacement/
Sliding Window	Dynamic Size Sliding-Window	Medium	Maximum Number of Occurrences of a Substring	maximum-number-of-occurrences-of-a-substring	leetcode	https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Max Consecutive Ones III	max-consecutive-ones-iii	leetcode	https://leetcode.com/problems/max-consecutive-ones-iii/
Sliding Window	Dynamic Size Sliding-Window	Medium	Count the Number of Substrings With Dominant Ones	count-the-number-of-substrings-with-dominant-ones	leetcode	https://leetcode.com/problems/count-the-number-of-substrings-with-dominant-ones/
Sliding Window	Dynamic Size Sliding-Window	Hard	Minimum Window Substring	minimum-window-substring	leetcode	https://leetcode.com/problems/minimum-window-substring/
Sliding Window	Dynamic Size Sliding-Window	Hard	Substring with Concatenation of All Words	substring-with-concatenation-of-all-words	leetcode	https://leetcode.com/problems/substring-with-concatenation-of-all-words/
Sliding Window	Dynamic Size Sliding-Window	Medium	Minimum Size Subarray Sum	minimum-size-subarray-sum	leetcode	https://leetcode.com/problems/minimum-size-subarray-sum/
Sliding Window	Dynamic Size Sliding-Window	Medium	Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit	leetcode	https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Fruit Into Baskets	fruit-into-baskets	leetcode	https://leetcode.com/problems/fruit-into-baskets/
Sliding Window	Dynamic Size Sliding-Window	Medium	Subarray Product Less Than K	subarray-product-less-than-k	leetcode	https://leetcode.com/problems/subarray-product-less-than-k/
Sliding Window	Dynamic Size Sliding-Window	Medium	Grumpy Bookstore Owner	grumpy-bookstore-owner	leetcode	https://leetcode.com/problems/grumpy-bookstore-owner/
Sliding Window	Dynamic Size Sliding-Window	Medium	Moving Stones Until Consecutive II	moving-stones-until-consecutive-ii	leetcode	https://leetcode.com/problems/moving-stones-until-consecutive-ii/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Count Number of Nice Subarrays	count-number-of-nice-subarrays	leetcode	https://leetcode.com/problems/count-number-of-nice-subarrays/
Sliding Window	Dynamic Size Sliding-Window	Medium	Number of Subarrays with Bounded Maximum	number-of-subarrays-with-bounded-maximum	leetcode	https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
Sliding Window	Dynamic Size Sliding-Window	Medium	Maximum Erasure Value	maximum-erasure-value	leetcode	https://leetcode.com/problems/maximum-erasure-value/
Sliding Window	Dynamic Size Sliding-Window	Medium	Longest Subarray of 1's After Deleting One Element	longest-subarray-of-1s-after-deleting-one-element	leetcode	https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/
Sliding Window	Dynamic Size Sliding-Window	Medium	Count the Number of Good Subarrays	count-the-number-of-good-subarrays	leetcode	https://leetcode.com/problems/count-the-number-of-good-subarrays/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Minimum Consecutive Cards to Pick Up	minimum-consecutive-cards-to-pick-up	leetcode	https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Minimum Operations to Reduce X to Zero	minimum-operations-to-reduce-x-to-zero	leetcode	https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/description/
Sliding Window	Dynamic Size Sliding-Window	Medium	Frequency of the Most Frequent Element	frequency-of-the-most-frequent-element	leetcode	https://leetcode.com/problems/frequency-of-the-most-frequent-element/description/
Sliding Window	Dynamic Size Sliding-Window	Hard	Subarrays with K Different Integers	subarrays-with-k-different-integers	leetcode	https://leetcode.com/problems/subarrays-with-k-different-integers/description/
Linked List	Linked List (Part 1)	Easy	Convert Binary Number in a Linked List to Integer	convert-binary-number-in-a-linked-list-to-integer	leetcode	https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/description/
Linked List	Linked List (Part 1)	Easy	Intersection of Two Linked Lists	intersection-of-two-linked-lists	leetcode	https://leetcode.com/problems/intersection-of-two-linked-lists/description/
Linked List	Linked List (Part 1)	Easy	Middle of the Linked List	middle-of-the-linked-list	leetcode	https://leetcode.com/problems/middle-of-the-linked-list
Linked List	Linked List (Part 1)	Easy	Linked List Cycle	linked-list-cycle	leetcode	https://leetcode.com/problems/linked-list-cycle/
Linked List	Linked List (Part 1)	Medium	Linked List Cycle II	linked-list-cycle-ii	leetcode	https://leetcode.com/problems/linked-list-cycle-ii/
Linked List	Linked List (Part 1)	Easy	Find Length of Loop		gfg	https://www.geeksforgeeks.org/problems/find-length-of-loop/0
Linked List	Linked List (Part 1)	Easy	Reverse Linked List	reverse-linked-list	leetcode	https://leetcode.com/problems/reverse-linked-list
Linked List	Linked List (Part 1)	Easy	Palindrome Linked List	palindrome-linked-list	leetcode	https://leetcode.com/problems/palindrome-linked-list
Linked List	Linked List (Part 1)	Hard	Reverse Nodes in k-Group	reverse-nodes-in-k-group	leetcode	https://leetcode.com/problems/reverse-nodes-in-k-group
Linked List	Linked List (Part 1)	Easy	Odd Even Linked List	odd-even-linked-list	leetcode	https://leetcode.com/problems/odd-even-linked-list/
Linked List	Linked List (Part 1)	Easy	Remove Duplicates from Sorted List	remove-duplicates-from-sorted-list	leetcode	https://leetcode.com/problems/remove-duplicates-from-sorted-list/description/
Linked List	Linked List (Part 1)	Medium	Remove Nth Node From End of List	remove-nth-node-from-end-of-list	leetcode	https://leetcode.com/problems/remove-nth-node-from-end-of-list/description/
Linked List	Linked List (Part 1)	Medium	Delete the Middle Node of a Linked List	delete-the-middle-node-of-a-linked-list	leetcode	https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/description/
Linked List	Linked List (Part 1)	Medium	Add 1 to a Linked List Number		gfg	https://www.geeksforgeeks.org/problems/add-1-to-a-number-represented-as-linked-list/0
Linked List	Linked List (Part 1)	Medium	Add Two Numbers	add-two-numbers	leetcode	https://leetcode.com/problems/add-two-numbers/description/
Linked List	Linked List (Part 1)	Medium	Sort a Linked List of 0s, 1s, and 2s		gfg	https://www.geeksforgeeks.org/problems/given-a-linked-list-of-0s-1s-and-2s-sort-it/0
Linked List	Linked List (Part 1)	Medium	Sort List	sort-list	leetcode	https://leetcode.com/problems/sort-list/
Linked List	Linked List (Part 1)	Medium	Linked List Random Node	linked-list-random-node	leetcode	https://leetcode.com/problems/linked-list-random-node/description/
Linked List	Linked List (Part 1)	Medium	Copy List with Random Pointer	copy-list-with-random-pointer	leetcode	https://leetcode.com/problems/copy-list-with-random-pointer/description/
Linked List	Linked List (Part 1)	Medium	Flattening a Linked List		gfg	https://www.geeksforgeeks.org/problems/flattening-a-linked-list/1
Linked List	Linked List (Part 1)	Easy	Merge Two Sorted Lists	merge-two-sorted-lists	leetcode	https://leetcode.com/problems/merge-two-sorted-lists/description/
Linked List	Linked List (Part 1)	Hard	Merge k Sorted Lists	merge-k-sorted-lists	leetcode	https://leetcode.com/problems/merge-k-sorted-lists/description/
Linked List	Linked List (Part 2) : Design Pattern	Easy	Design HashSet	design-hashset	leetcode	https://leetcode.com/problems/design-hashset/description/
Linked List	Linked List (Part 2) : Design Pattern	Easy	Design HashMap	design-hashmap	leetcode	https://leetcode.com/problems/design-hashmap/description/
Linked List	Linked List (Part 2) : Design Pattern	Medium	Design Browser History	design-browser-history	leetcode	https://leetcode.com/problems/design-browser-history/description/
Linked List	Linked List (Part 2) : Design Pattern	Hard	Design a Text Editor	design-a-text-editor	leetcode	https://leetcode.com/problems/design-a-text-editor/description/
Linked List	Linked List (Part 2) : Design Pattern	Hard	All O'one Data Structure	all-oone-data-structure	leetcode	https://leetcode.com/problems/all-oone-data-structure/
Linked List	Linked List (Part 2) : Design Pattern	Medium	LRU Cache	lru-cache	leetcode	https://leetcode.com/problems/lru-cache/
Linked List	Linked List (Part 2) : Design Pattern	Hard	LFU Cache	lfu-cache	leetcode	https://leetcode.com/problems/lfu-cache
Stack	Parentheses Problem	Easy	Valid Parentheses	valid-parentheses	leetcode	https://leetcode.com/problems/valid-parentheses/
Stack	Parentheses Problem	Easy	Maximum Nesting Depth of the Parentheses	maximum-nesting-depth-of-the-parentheses	leetcode	https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses
Stack	Parentheses Problem	Easy	Remove Outermost Parentheses	remove-outermost-parentheses	leetcode	https://leetcode.com/problems/remove-outermost-parentheses
Stack	Parentheses Problem	Medium	Minimum Add to Make Parentheses Valid	minimum-add-to-make-parentheses-valid	leetcode	https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
Stack	Parentheses Problem	Medium	Minimum Remove to Make Valid Parentheses	minimum-remove-to-make-valid-parentheses	leetcode	https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses
Stack	Parentheses Problem	Medium	Maximum Nesting Depth of Two Valid Parentheses Strings	maximum-nesting-depth-of-two-valid-parentheses-strings	leetcode	https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings
Stack	Parentheses Problem	Medium	Check if a Parentheses String Can Be Valid	check-if-a-parentheses-string-can-be-valid	leetcode	https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid
Stack	Parentheses Problem	Medium	Reverse Substrings Between Each Pair of Parentheses	reverse-substrings-between-each-pair-of-parentheses	leetcode	https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
Stack	Parentheses Problem	Medium	Score of Parentheses	score-of-parentheses	leetcode	https://leetcode.com/problems/score-of-parentheses
Stack	Parentheses Problem	Medium	Minimum Insertions to Balance a Parentheses String	minimum-insertions-to-balance-a-parentheses-string	leetcode	https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string
Stack	Parentheses Problem	Hard	Longest Valid Parentheses	longest-valid-parentheses	leetcode	https://leetcode.com/problems/longest-valid-parentheses/
Stack	Parentheses Problem	Hard	Redundant Parenthesis		gfg	https://www.geeksforgeeks.org/problems/redundant-parenthesis--170647/1
Stack	Design Problems	Medium	Min Stack	min-stack	leetcode	https://leetcode.com/problems/min-stack/
Stack	Design Problems	Hard	Maximum Frequency Stack	maximum-frequency-stack	leetcode	https://leetcode.com/problems/maximum-frequency-stack/
Stack	Design Problems	Medium	Design a Stack With Increment Operation	design-a-stack-with-increment-operation	leetcode	https://leetcode.com/problems/design-a-stack-with-increment-operation/description/
Stack	Design Problems	Hard	Dinner Plate Stacks	dinner-plate-stacks	leetcode	https://leetcode.com/problems/dinner-plate-stacks/description/
Stack	Advance Stack Problems	Medium	Merge Intervals	merge-intervals	leetcode	https://leetcode.com/problems/merge-intervals/
Stack	Advance Stack Problems	Medium	Insert Intervals	insert-interval	leetcode	https://leetcode.com/problems/insert-interval/
Stack	Advance Stack Problems	Medium	Asteroid Collision	asteroid-collision	leetcode	https://leetcode.com/problems/asteroid-collision/
Stack	Advance Stack Problems	Medium	Construct Smallest Number From DI String	construct-smallest-number-from-di-string	leetcode	https://leetcode.com/problems/construct-smallest-number-from-di-string/
Stack	Advance Stack Problems	Medium	Evaluate Reverse Polish Notation	evaluate-reverse-polish-notation	leetcode	https://leetcode.com/problems/evaluate-reverse-polish-notation/
Stack	Advance Stack Problems	Medium	Simplify Path	simplify-path	leetcode	https://leetcode.com/problems/simplify-path/
Stack	Advance Stack Problems	Hard	Basic Calculator	basic-calculator	leetcode	https://leetcode.com/problems/basic-calculator/
Stack	Advance Stack Problems	Medium	Basic Calculator II	basic-calculator-ii	leetcode	https://leetcode.com/problems/basic-calculator-ii/
Stack	Advance Stack Problems	Hard	Basic Calculator IV	basic-calculator-iv	leetcode	https://leetcode.com/problems/basic-calculator-iv/
Stack	Advance Stack Problems	Hard	Replace Non-Coprime Numbers in Array	replace-non-coprime-numbers-in-array	leetcode	https://leetcode.com/problems/replace-non-coprime-numbers-in-array/
Stack	Advance Stack Problems	Hard	Robot Collisons	robot-collisions	leetcode	https://leetcode.com/problems/robot-collisions/
Stack	Advance Stack Problems	Hard	Number of atoms	number-of-atoms	leetcode	https://leetcode.com/problems/number-of-atoms/description/
Stack	Monotonic Stack	Easy	Final Prices With a Special Discount in a Shop	final-prices-with-a-special-discount-in-a-shop	leetcode	https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop
Stack	Monotonic Stack	Easy	Next Greater Element I	next-greater-element-i	leetcode	https://leetcode.com/problems/next-greater-element-i
Stack	Monotonic Stack	Medium	Next Greater Element II	next-greater-element-ii	leetcode	https://leetcode.com/problems/next-greater-element-ii
Stack	Monotonic Stack	Hard	Next Greater Element IV	next-greater-element-iv	leetcode	https://leetcode.com/problems/next-greater-element-iv
Stack	Monotonic Stack	Medium	Daily Temperatures	daily-temperatures	leetcode	https://leetcode.com/problems/daily-temperatures
Stack	Monotonic Stack	Medium	Car Fleet	car-fleet	leetcode	https://leetcode.com/problems/car-fleet/
Stack	Monotonic Stack	Hard	Car Fleet II	car-fleet-ii	leetcode	https://leetcode.com/problems/car-fleet-ii/
Stack	Monotonic Stack	Medium	132 Pattern	132-pattern	leetcode	https://leetcode.com/problems/132-pattern
Stack	Monotonic Stack	Medium	Smallest Subsequence of Distinct Characters	smallest-subsequence-of-distinct-characters	leetcode	https://leetcode.com/problems/smallest-subsequence-of-distinct-characters
Stack	Monotonic Stack	Medium	Count Submatrices With All Ones	count-submatrices-with-all-ones	leetcode	https://leetcode.com/problems/count-submatrices-with-all-ones
Stack	Monotonic Stack	Medium	Remove Duplicate Letters	remove-duplicate-letters	leetcode	https://leetcode.com/problems/remove-duplicate-letters
Stack	Monotonic Stack	Medium	The Number of Weak Characters in the Game	the-number-of-weak-characters-in-the-game	leetcode	https://leetcode.com/problems/the-number-of-weak-characters-in-the-game
Stack	Monotonic Stack	Medium	Maximum Subarray Min-Product	maximum-subarray-min-product	leetcode	https://leetcode.com/problems/maximum-subarray-min-product
Stack	Monotonic Stack	Medium	Sum of Subarray Minimums	sum-of-subarray-minimums	leetcode	https://leetcode.com/problems/sum-of-subarray-minimums
Stack	Monotonic Stack	Medium	Shortest Unsorted Continuous Subarray	shortest-unsorted-continuous-subarray	leetcode	https://leetcode.com/problems/shortest-unsorted-continuous-subarray
Stack	Monotonic Stack	Medium	Remove K Digits	remove-k-digits	leetcode	https://leetcode.com/problems/remove-k-digits
