Slug	ID	Title	Status	DoocsTags	Approaches	File	SourceURL
minimum-array-length-after-pair-removals	2856	Minimum Array Length After Pair Removals	direct	Greedy|Array|Hash Table|Two Pointers|Binary Search|Counting	Greedy + Priority Queue (Max Heap)	2856_minimum-array-length-after-pair-removals.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2800-2899/2856.Minimum%20Array%20Length%20After%20Pair%20Removals/README_EN.md
split-array-into-maximum-number-of-subarrays	2871	Split Array Into Maximum Number of Subarrays	direct	Greedy|Bit Manipulation|Array	Greedy + Bitwise Operation	2871_split-array-into-maximum-number-of-subarrays.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2800-2899/2871.Split%20Array%20Into%20Maximum%20Number%20of%20Subarrays/README_EN.md
count-the-number-of-computer-unlocking-permutations	3577	Count the Number of Computer Unlocking Permutations	direct	Brainteaser|Array|Math|Combinatorics	Brain Teaser	3577_count-the-number-of-computer-unlocking-permutations.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3500-3599/3577.Count%20the%20Number%20of%20Computer%20Unlocking%20Permutations/README_EN.md
number-of-ways-to-reach-a-position-after-exactly-k-steps	2400	Number of Ways to Reach a Position After Exactly k Steps	direct	Math|Dynamic Programming|Combinatorics	Memorization Search	2400_number-of-ways-to-reach-a-position-after-exactly-k-steps.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2400-2499/2400.Number%20of%20Ways%20to%20Reach%20a%20Position%20After%20Exactly%20k%20Steps/README_EN.md
design-bitset	2166	Design Bitset	direct	Design|Array|Hash Table|String	<!-- tabs:start -->	2166_design-bitset.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2100-2199/2166.Design%20Bitset/README_EN.md
minimum-area-rectangle	939	Minimum Area Rectangle	direct	Geometry|Array|Hash Table|Math|Sorting	<!-- tabs:start -->	0939_minimum-area-rectangle.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0900-0999/0939.Minimum%20Area%20Rectangle/README_EN.md
connecting-cities-with-minimum-cost	1135	Connecting Cities With Minimum Cost	direct	Union Find|Graph|Minimum Spanning Tree|Heap (Priority Queue)	Kruskal's Algorithm	1135_connecting-cities-with-minimum-cost.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1100-1199/1135.Connecting%20Cities%20With%20Minimum%20Cost/README_EN.md
choose-k-elements-with-maximum-sum	3478	Choose K Elements With Maximum Sum	direct	Array|Sorting|Heap (Priority Queue)	Sorting + Priority Queue (Min-Heap)	3478_choose-k-elements-with-maximum-sum.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3400-3499/3478.Choose%20K%20Elements%20With%20Maximum%20Sum/README_EN.md
largest-plus-sign	764	Largest Plus Sign	direct	Array|Dynamic Programming	<!-- tabs:start -->	0764_largest-plus-sign.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0700-0799/0764.Largest%20Plus%20Sign/README_EN.md
valid-palindrome-iii	1216	Valid Palindrome III	direct	String|Dynamic Programming	Dynamic Programming	1216_valid-palindrome-iii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1200-1299/1216.Valid%20Palindrome%20III/README_EN.md
minimum-impossible-or	2568	Minimum Impossible OR	direct	Bit Manipulation|Brainteaser|Array	Enumerate Powers of 2	2568_minimum-impossible-or.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2500-2599/2568.Minimum%20Impossible%20OR/README_EN.md
maximum-number-of-subsequences-after-one-inserting	3628	Maximum Number of Subsequences After One Inserting	direct	Greedy|String|Dynamic Programming|Prefix Sum	Enumeration	3628_maximum-number-of-subsequences-after-one-inserting.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3600-3699/3628.Maximum%20Number%20of%20Subsequences%20After%20One%20Inserting/README_EN.md
minimum-time-to-visit-disappearing-nodes	3112	Minimum Time to Visit Disappearing Nodes	direct	Graph|Array|Shortest Path|Heap (Priority Queue)	Heap-Optimized Dijkstra	3112_minimum-time-to-visit-disappearing-nodes.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3100-3199/3112.Minimum%20Time%20to%20Visit%20Disappearing%20Nodes/README_EN.md
longest-arithmetic-subsequence	1027	Longest Arithmetic Subsequence	direct	Array|Hash Table|Binary Search|Dynamic Programming	Dynamic Programming	1027_longest-arithmetic-subsequence.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1000-1099/1027.Longest%20Arithmetic%20Subsequence/README_EN.md
minimum-insertions-to-balance-a-parentheses-string	1541	Minimum Insertions to Balance a Parentheses String	direct	Stack|Greedy|String	<!-- tabs:start -->	1541_minimum-insertions-to-balance-a-parentheses-string.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1500-1599/1541.Minimum%20Insertions%20to%20Balance%20a%20Parentheses%20String/README_EN.md
minimum-garden-perimeter-to-collect-enough-apples	1954	Minimum Garden Perimeter to Collect Enough Apples	direct	Math|Binary Search	<!-- tabs:start -->|<!-- tabs:start -->	1954_minimum-garden-perimeter-to-collect-enough-apples.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1900-1999/1954.Minimum%20Garden%20Perimeter%20to%20Collect%20Enough%20Apples/README_EN.md
decode-the-slanted-ciphertext	2075	Decode the Slanted Ciphertext	direct	String|Simulation	Simulation	2075_decode-the-slanted-ciphertext.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2000-2099/2075.Decode%20the%20Slanted%20Ciphertext/README_EN.md
frog-jump-ii	2498	Frog Jump II	direct	Greedy|Array|Binary Search	<!-- tabs:start -->	2498_frog-jump-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2400-2499/2498.Frog%20Jump%20II/README_EN.md
count-subarrays-with-cost-less-than-or-equal-to-k	3835	Count Subarrays With Cost Less Than or Equal to K	direct	Queue|Array|Monotonic Queue	Deque + Enumeration + Two Pointers	3835_count-subarrays-with-cost-less-than-or-equal-to-k.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3800-3899/3835.Count%20Subarrays%20With%20Cost%20Less%20Than%20or%20Equal%20to%20K/README_EN.md
minimum-flips-to-make-binary-string-coherent	3922	Minimum Flips to Make Binary String Coherent	direct	String	<!-- tabs:start -->	3922_minimum-flips-to-make-binary-string-coherent.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3900-3999/3922.Minimum%20Flips%20to%20Make%20Binary%20String%20Coherent/README_EN.md
intervals-between-identical-elements	2121	Intervals Between Identical Elements	direct	Array|Hash Table|Prefix Sum	<!-- tabs:start -->	2121_intervals-between-identical-elements.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2100-2199/2121.Intervals%20Between%20Identical%20Elements/README_EN.md
direction-assignments-with-exactly-k-visible-people	3881	Direction Assignments with Exactly K Visible People	direct	Math|Combinatorics	Combinatorics + Enumeration	3881_direction-assignments-with-exactly-k-visible-people.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3800-3899/3881.Direction%20Assignments%20with%20Exactly%20K%20Visible%20People/README_EN.md
greatest-sum-divisible-by-three	1262	Greatest Sum Divisible by Three	direct	Greedy|Array|Dynamic Programming|Sorting	Dynamic Programming|<!-- tabs:start -->	1262_greatest-sum-divisible-by-three.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1200-1299/1262.Greatest%20Sum%20Divisible%20by%20Three/README_EN.md
destroy-sequential-targets	2453	Destroy Sequential Targets	direct	Array|Hash Table|Counting	Modulo + Enumeration	2453_destroy-sequential-targets.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2400-2499/2453.Destroy%20Sequential%20Targets/README_EN.md
find-the-lexicographically-largest-string-from-the-box-i	3403	Find the Lexicographically Largest String From the Box I	direct	Two Pointers|String|Enumeration	Enumerate Substring Left Endpoints	3403_find-the-lexicographically-largest-string-from-the-box-i.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3400-3499/3403.Find%20the%20Lexicographically%20Largest%20String%20From%20the%20Box%20I/README_EN.md
bag-of-tokens	948	Bag of Tokens	direct	Greedy|Array|Two Pointers|Sorting	Greedy + Sorting + Two Pointers	0948_bag-of-tokens.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0900-0999/0948.Bag%20of%20Tokens/README_EN.md
maximum-product-of-first-and-last-elements-of-a-subsequence	3584	Maximum Product of First and Last Elements of a Subsequence	direct	Array|Two Pointers	Enumeration + Maintaining Prefix Extremes	3584_maximum-product-of-first-and-last-elements-of-a-subsequence.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3500-3599/3584.Maximum%20Product%20of%20First%20and%20Last%20Elements%20of%20a%20Subsequence/README_EN.md
total-cost-to-hire-k-workers	2462	Total Cost to Hire K Workers	direct	Array|Two Pointers|Simulation|Heap (Priority Queue)	Priority Queue (Min Heap)	2462_total-cost-to-hire-k-workers.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2400-2499/2462.Total%20Cost%20to%20Hire%20K%20Workers/README_EN.md
find-indices-with-index-and-value-difference-ii	2905	Find Indices With Index and Value Difference II	direct	Array|Two Pointers	<!-- tabs:start -->	2905_find-indices-with-index-and-value-difference-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2900-2999/2905.Find%20Indices%20With%20Index%20and%20Value%20Difference%20II/README_EN.md
where-will-the-ball-fall	1706	Where Will the Ball Fall	direct	Array|Matrix|Simulation	Case Analysis + DFS	1706_where-will-the-ball-fall.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1700-1799/1706.Where%20Will%20the%20Ball%20Fall/README_EN.md
minimum-deletions-to-make-string-k-special	3085	Minimum Deletions to Make String K-Special	direct	Greedy|Hash Table|String|Counting|Sorting	Counting + Enumeration	3085_minimum-deletions-to-make-string-k-special.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3000-3099/3085.Minimum%20Deletions%20to%20Make%20String%20K-Special/README_EN.md
cyclically-rotating-a-grid	1914	Cyclically Rotating a Grid	direct	Array|Matrix|Simulation	Layer-by-Layer Simulation	1914_cyclically-rotating-a-grid.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1900-1999/1914.Cyclically%20Rotating%20a%20Grid/README_EN.md
koko-eating-bananas	875	Koko Eating Bananas	direct	Array|Binary Search	Binary Search	0875_koko-eating-bananas.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0800-0899/0875.Koko%20Eating%20Bananas/README_EN.md
maximize-score-of-numbers-in-ranges	3281	Maximize Score of Numbers in Ranges	direct	Greedy|Array|Binary Search|Sorting	Sorting + Binary Search	3281_maximize-score-of-numbers-in-ranges.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3200-3299/3281.Maximize%20Score%20of%20Numbers%20in%20Ranges/README_EN.md
throne-inheritance	1600	Throne Inheritance	direct	Tree|Depth-First Search|Design|Hash Table	Preorder Traversal of a Multi-branch Tree	1600_throne-inheritance.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1600-1699/1600.Throne%20Inheritance/README_EN.md
count-the-number-of-complete-components	2685	Count the Number of Complete Components	direct	Depth-First Search|Breadth-First Search|Union Find|Graph	<!-- tabs:start -->|Simple Method	2685_count-the-number-of-complete-components.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2600-2699/2685.Count%20the%20Number%20of%20Complete%20Components/README_EN.md
sum-of-matrix-after-queries	2718	Sum of Matrix After Queries	direct	Array|Hash Table	Hash Table	2718_sum-of-matrix-after-queries.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2700-2799/2718.Sum%20of%20Matrix%20After%20Queries/README_EN.md
snapshot-array	1146	Snapshot Array	direct	Design|Array|Hash Table|Binary Search	Array + Binary Search	1146_snapshot-array.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1100-1199/1146.Snapshot%20Array/README_EN.md
minimum-xor-path-in-a-grid	3882	Minimum XOR Path in a Grid	direct	Bit Manipulation|Array|Dynamic Programming|Matrix	<!-- tabs:start -->	3882_minimum-xor-path-in-a-grid.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3800-3899/3882.Minimum%20XOR%20Path%20in%20a%20Grid/README_EN.md
lexicographically-minimum-string-after-removing-stars	3170	Lexicographically Minimum String After Removing Stars	direct	Stack|Greedy|Hash Table|String|Heap (Priority Queue)	Record Indices by Character	3170_lexicographically-minimum-string-after-removing-stars.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3100-3199/3170.Lexicographically%20Minimum%20String%20After%20Removing%20Stars/README_EN.md
reach-end-of-array-with-max-score	3282	Reach End of Array With Max Score	direct	Greedy|Array	Greedy	3282_reach-end-of-array-with-max-score.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3200-3299/3282.Reach%20End%20of%20Array%20With%20Max%20Score/README_EN.md
find-longest-special-substring-that-occurs-thrice-ii	2982	Find Longest Special Substring That Occurs Thrice II	direct	Hash Table|String|Binary Search|Counting|Sliding Window	Binary Search + Sliding Window Counting	2982_find-longest-special-substring-that-occurs-thrice-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2900-2999/2982.Find%20Longest%20Special%20Substring%20That%20Occurs%20Thrice%20II/README_EN.md
circular-permutation-in-binary-representation	1238	Circular Permutation in Binary Representation	direct	Bit Manipulation|Math|Backtracking	Binary Code to Gray Code|Conversion Optimization	1238_circular-permutation-in-binary-representation.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1200-1299/1238.Circular%20Permutation%20in%20Binary%20Representation/README_EN.md
maximum-k-to-sort-a-permutation	3644	Maximum K to Sort a Permutation	direct	Bit Manipulation|Array	<!-- tabs:start -->	3644_maximum-k-to-sort-a-permutation.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3600-3699/3644.Maximum%20K%20to%20Sort%20a%20Permutation/README_EN.md
make-number-of-distinct-characters-equal	2531	Make Number of Distinct Characters Equal	direct	Hash Table|String|Counting	Counting + Enumeration	2531_make-number-of-distinct-characters-equal.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2500-2599/2531.Make%20Number%20of%20Distinct%20Characters%20Equal/README_EN.md
find-the-number-of-good-pairs-ii	3164	Find the Number of Good Pairs II	direct	Array|Hash Table	Hash Table + Enumerate Multiples	3164_find-the-number-of-good-pairs-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3100-3199/3164.Find%20the%20Number%20of%20Good%20Pairs%20II/README_EN.md
best-time-to-buy-and-sell-stock-v	3573	Best Time to Buy and Sell Stock V	direct	Array|Dynamic Programming	Dynamic Programming	3573_best-time-to-buy-and-sell-stock-v.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3500-3599/3573.Best%20Time%20to%20Buy%20and%20Sell%20Stock%20V/README_EN.md
minimum-cost-to-move-between-indices	3919	Minimum Cost to Move Between Indices	direct	Greedy|Array|Prefix Sum	<!-- tabs:start -->	3919_minimum-cost-to-move-between-indices.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3900-3999/3919.Minimum%20Cost%20to%20Move%20Between%20Indices/README_EN.md
maximum-sum-circular-subarray	918	Maximum Sum Circular Subarray	direct	Queue|Array|Divide and Conquer|Dynamic Programming|Monotonic Queue	Maintain Prefix Maximum	0918_maximum-sum-circular-subarray.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0900-0999/0918.Maximum%20Sum%20Circular%20Subarray/README_EN.md
minimum-sideway-jumps	1824	Minimum Sideway Jumps	direct	Greedy|Array|Dynamic Programming	Dynamic Programming	1824_minimum-sideway-jumps.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1800-1899/1824.Minimum%20Sideway%20Jumps/README_EN.md
binary-string-with-substrings-representing-1-to-n	1016	Binary String With Substrings Representing 1 To N	direct	Bit Manipulation|Hash Table|String|Sliding Window	Brain Teaser	1016_binary-string-with-substrings-representing-1-to-n.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1000-1099/1016.Binary%20String%20With%20Substrings%20Representing%201%20To%20N/README_EN.md
prime-subtraction-operation	2601	Prime Subtraction Operation	direct	Greedy|Array|Math|Binary Search|Number Theory	Preprocessing prime numbers + binary search|Preprocessing prime numbers	2601_prime-subtraction-operation.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2600-2699/2601.Prime%20Subtraction%20Operation/README_EN.md
shortest-path-with-alternating-colors	1129	Shortest Path with Alternating Colors	direct	Breadth-First Search|Graph	BFS	1129_shortest-path-with-alternating-colors.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1100-1199/1129.Shortest%20Path%20with%20Alternating%20Colors/README_EN.md
diagonal-traverse-ii	1424	Diagonal Traverse II	direct	Array|Sorting|Heap (Priority Queue)	Sorting	1424_diagonal-traverse-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1400-1499/1424.Diagonal%20Traverse%20II/README_EN.md
check-if-there-is-a-valid-partition-for-the-array	2369	Check if There is a Valid Partition For The Array	direct	Array|Dynamic Programming	Memoization Search|Dynamic Programming	2369_check-if-there-is-a-valid-partition-for-the-array.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2300-2399/2369.Check%20if%20There%20is%20a%20Valid%20Partition%20For%20The%20Array/README_EN.md
split-array-into-fibonacci-sequence	842	Split Array into Fibonacci Sequence	direct	String|Backtracking	<!-- tabs:start -->	0842_split-array-into-fibonacci-sequence.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0800-0899/0842.Split%20Array%20into%20Fibonacci%20Sequence/README_EN.md
largest-magic-square	1895	Largest Magic Square	direct	Array|Matrix|Prefix Sum	Prefix Sum + Enumeration	1895_largest-magic-square.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1800-1899/1895.Largest%20Magic%20Square/README_EN.md
remove-zero-sum-consecutive-nodes-from-linked-list	1171	Remove Zero Sum Consecutive Nodes from Linked List	direct	Hash Table|Linked List	Prefix Sum + Hash Table	1171_remove-zero-sum-consecutive-nodes-from-linked-list.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1100-1199/1171.Remove%20Zero%20Sum%20Consecutive%20Nodes%20from%20Linked%20List/README_EN.md
design-a-food-rating-system	2353	Design a Food Rating System	direct	Design|Array|Hash Table|String|Ordered Set|Heap (Priority Queue)	Hash Table + Ordered Set	2353_design-a-food-rating-system.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2300-2399/2353.Design%20a%20Food%20Rating%20System/README_EN.md
map-of-highest-peak	1765	Map of Highest Peak	direct	Breadth-First Search|Array|Matrix	<!-- tabs:start -->|<!-- tabs:start -->	1765_map-of-highest-peak.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1700-1799/1765.Map%20of%20Highest%20Peak/README_EN.md
loud-and-rich	851	Loud and Rich	direct	Depth-First Search|Graph|Topological Sort|Array	<!-- tabs:start -->	0851_loud-and-rich.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0800-0899/0851.Loud%20and%20Rich/README_EN.md
minimum-number-of-coins-to-be-added	2952	Minimum Number of Coins to be Added	direct	Greedy|Array|Sorting	Greedy + Construction	2952_minimum-number-of-coins-to-be-added.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2900-2999/2952.Minimum%20Number%20of%20Coins%20to%20be%20Added/README_EN.md
all-possible-full-binary-trees	894	All Possible Full Binary Trees	direct	Tree|Recursion|Memoization|Dynamic Programming|Binary Tree	Memoization Search	0894_all-possible-full-binary-trees.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0800-0899/0894.All%20Possible%20Full%20Binary%20Trees/README_EN.md
maximum-alternating-subsequence-sum	1911	Maximum Alternating Subsequence Sum	direct	Array|Dynamic Programming	<!-- tabs:start -->|<!-- tabs:start -->	1911_maximum-alternating-subsequence-sum.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1900-1999/1911.Maximum%20Alternating%20Subsequence%20Sum/README_EN.md
sliding-subarray-beauty	2653	Sliding Subarray Beauty	direct	Array|Hash Table|Sliding Window	Sliding Window|Double Priority Queue (Min-Max Heap) + Delayed Deletion	2653_sliding-subarray-beauty.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2600-2699/2653.Sliding%20Subarray%20Beauty/README_EN.md
cheapest-flights-within-k-stops	787	Cheapest Flights Within K Stops	direct	Depth-First Search|Breadth-First Search|Graph|Dynamic Programming|Shortest Path|Heap (Priority Queue)	<!-- tabs:start -->|<!-- tabs:start -->	0787_cheapest-flights-within-k-stops.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0700-0799/0787.Cheapest%20Flights%20Within%20K%20Stops/README_EN.md
minimum-cost-for-tickets	983	Minimum Cost For Tickets	direct	Array|Dynamic Programming	Memoization Search + Binary Search|Dynamic Programming	0983_minimum-cost-for-tickets.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0900-0999/0983.Minimum%20Cost%20For%20Tickets/README_EN.md
swap-for-longest-repeated-character-substring	1156	Swap For Longest Repeated Character Substring	direct	Hash Table|String|Sliding Window	Two Pointers	1156_swap-for-longest-repeated-character-substring.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1100-1199/1156.Swap%20For%20Longest%20Repeated%20Character%20Substring/README_EN.md
minimum-insertion-steps-to-make-a-string-palindrome	1312	Minimum Insertion Steps to Make a String Palindrome	direct	String|Dynamic Programming	<!-- tabs:start -->|<!-- tabs:start -->|<!-- tabs:start -->	1312_minimum-insertion-steps-to-make-a-string-palindrome.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1300-1399/1312.Minimum%20Insertion%20Steps%20to%20Make%20a%20String%20Palindrome/README_EN.md
check-if-array-pairs-are-divisible-by-k	1497	Check If Array Pairs Are Divisible by k	direct	Array|Hash Table|Counting	Counting Remainders	1497_check-if-array-pairs-are-divisible-by-k.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1400-1499/1497.Check%20If%20Array%20Pairs%20Are%20Divisible%20by%20k/README_EN.md
stone-game-iv	1510	Stone Game IV	direct	Math|Dynamic Programming|Game Theory	<!-- tabs:start -->|<!-- tabs:start -->	1510_stone-game-iv.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1500-1599/1510.Stone%20Game%20IV/README_EN.md
flip-binary-tree-to-match-preorder-traversal	971	Flip Binary Tree To Match Preorder Traversal	direct	Tree|Depth-First Search|Binary Tree	DFS	0971_flip-binary-tree-to-match-preorder-traversal.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0900-0999/0971.Flip%20Binary%20Tree%20To%20Match%20Preorder%20Traversal/README_EN.md
all-ancestors-of-a-node-in-a-directed-acyclic-graph	2192	All Ancestors of a Node in a Directed Acyclic Graph	direct	Depth-First Search|Breadth-First Search|Graph|Topological Sort	BFS	2192_all-ancestors-of-a-node-in-a-directed-acyclic-graph.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2100-2199/2192.All%20Ancestors%20of%20a%20Node%20in%20a%20Directed%20Acyclic%20Graph/README_EN.md
maximize-amount-after-two-days-of-conversions	3387	Maximize Amount After Two Days of Conversions	direct	Depth-First Search|Breadth-First Search|Graph|Array|String	<!-- tabs:start -->	3387_maximize-amount-after-two-days-of-conversions.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3300-3399/3387.Maximize%20Amount%20After%20Two%20Days%20of%20Conversions/README_EN.md
max-chunks-to-make-sorted-ii	768	Max Chunks To Make Sorted II	direct	Stack|Greedy|Array|Sorting|Monotonic Stack	Monotonic Stack|Prefix Maximums + Suffix Minimums	0768_max-chunks-to-make-sorted-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0700-0799/0768.Max%20Chunks%20To%20Make%20Sorted%20II/README_EN.md
minimum-cost-for-cutting-cake-ii	3219	Minimum Cost for Cutting Cake II	direct	Greedy|Array|Sorting	Greedy + Two Pointers	3219_minimum-cost-for-cutting-cake-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3200-3299/3219.Minimum%20Cost%20for%20Cutting%20Cake%20II/README_EN.md
minimum-operations-to-transform-array	3724	Minimum Operations to Transform Array	direct	Greedy|Array	Greedy	3724_minimum-operations-to-transform-array.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3700-3799/3724.Minimum%20Operations%20to%20Transform%20Array/README_EN.md
maximum-score-of-spliced-array	2321	Maximum Score Of Spliced Array	direct	Array|Dynamic Programming	<!-- tabs:start -->	2321_maximum-score-of-spliced-array.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2300-2399/2321.Maximum%20Score%20Of%20Spliced%20Array/README_EN.md
minimum-cost-to-make-all-characters-equal	2712	Minimum Cost to Make All Characters Equal	direct	Greedy|String|Dynamic Programming	Greedy Algorithm	2712_minimum-cost-to-make-all-characters-equal.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2700-2799/2712.Minimum%20Cost%20to%20Make%20All%20Characters%20Equal/README_EN.md
tree-diameter	1245	Tree Diameter	direct	Tree|Depth-First Search|Breadth-First Search|Graph|Topological Sort	Two DFS Passes	1245_tree-diameter.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1200-1299/1245.Tree%20Diameter/README_EN.md
longest-non-decreasing-subarray-from-two-arrays	2771	Longest Non-decreasing Subarray From Two Arrays	direct	Array|Dynamic Programming	Dynamic Programming	2771_longest-non-decreasing-subarray-from-two-arrays.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2700-2799/2771.Longest%20Non-decreasing%20Subarray%20From%20Two%20Arrays/README_EN.md
shifting-letters-ii	2381	Shifting Letters II	direct	Array|String|Prefix Sum	<!-- tabs:start -->	2381_shifting-letters-ii.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2300-2399/2381.Shifting%20Letters%20II/README_EN.md
sum-of-distances	2615	Sum of Distances	direct	Array|Hash Table|Prefix Sum	Hash Map + Prefix Sum	2615_sum-of-distances.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2600-2699/2615.Sum%20of%20Distances/README_EN.md
most-frequent-ids	3092	Most Frequent IDs	direct	Array|Hash Table|Ordered Set|Heap (Priority Queue)	Hash Table + Priority Queue (Max Heap)	3092_most-frequent-ids.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3000-3099/3092.Most%20Frequent%20IDs/README_EN.md
minimum-time-to-break-locks-i	3376	Minimum Time to Break Locks I	direct	Bit Manipulation|Breadth-First Search|Array|Dynamic Programming|Backtracking|Bitmask	<!-- tabs:start -->	3376_minimum-time-to-break-locks-i.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/3300-3399/3376.Minimum%20Time%20to%20Break%20Locks%20I/README_EN.md
minimum-deletions-to-make-string-balanced	1653	Minimum Deletions to Make String Balanced	direct	Stack|String|Dynamic Programming	Dynamic Programming|Enumeration + Prefix Sum	1653_minimum-deletions-to-make-string-balanced.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/1600-1699/1653.Minimum%20Deletions%20to%20Make%20String%20Balanced/README_EN.md
minimum-number-of-operations-to-make-x-and-y-equal	2998	Minimum Number of Operations to Make X and Y Equal	direct	Breadth-First Search|Memoization|Dynamic Programming	<!-- tabs:start -->	2998_minimum-number-of-operations-to-make-x-and-y-equal.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/2900-2999/2998.Minimum%20Number%20of%20Operations%20to%20Make%20X%20and%20Y%20Equal/README_EN.md
possible-bipartition	886	Possible Bipartition	direct	Depth-First Search|Breadth-First Search|Union Find|Graph	<!-- tabs:start -->|<!-- tabs:start -->	0886_possible-bipartition.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0800-0899/0886.Possible%20Bipartition/README_EN.md
vowel-spellchecker	966	Vowel Spellchecker	direct	Array|Hash Table|String	Hash Table	0966_vowel-spellchecker.md	https://raw.githubusercontent.com/doocs/leetcode/main/solution/0900-0999/0966.Vowel%20Spellchecker/README_EN.md
